datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2021-08-23,1698307,1657117,30526,9816931,26600273,219,292,1,31773,73641,1693036,5271,214,5
2021-08-24,1698567,1657330,30527,9846442,26647651,260,213,1,29511,47378,1693290,5277,254,6
2021-08-25,1698822,1657557,30529,9872927,26694289,255,227,2,26485,46638,1693540,5282,250,5
2021-08-26,1699043,1657749,30529,9902411,26759493,221,192,0,29484,65204,1693757,5286,217,4
2021-08-27,1699232,1657951,30530,9933374,26852196,189,202,1,30963,92703,1693941,5291,184,5
2021-08-28,1699370,1658044,30532,9951237,26890942,138,93,2,17863,38746,1694074,5296,133,5
2021-08-29,1699452,1658170,30533,9961078,26921861,82,126,1,9841,30919,1694155,5297,81,1
2021-08-30,1699696,1658475,30533,9989286,26980739,244,305,0,28208,58878,1694396,5300,241,3
2021-08-31,1699994,1658706,30533,10028535,27033891,298,231,0,39249,53152,1694689,5305,293,5
2021-09-01,1700261,1658912,30533,10077412,27078994,267,206,0,48877,45103,1694953,5308,264,3
2021-09-02,1700576,1659083,30535,10138512,27129778,315,171,2,61100,50784,1695260,5316,307,8
2021-09-03,1700899,1659284,30535,10162430,27207771,323,201,0,23918,77993,1695571,5328,311,12
2021-09-04,1701111,1659397,30535,10179526,27238772,212,113,0,17096,31001,1695779,5332,208,4
2021-09-05,1701255,1659501,30535,10188199,27263972,144,104,0,8673,25200,1695920,5335,141,3
2021-09-06,1701658,1659772,30537,10236066,27317137,403,271,2,47867,53165,1696315,5343,395,8
2021-09-07,1702250,1660011,30540,10279629,27350273,592,239,3,43563,33136,1696898,5352,583,9
2021-09-08,1702643,1660239,30541,10307842,27393068,393,228,1,28213,42795,1697280,5363,382,11
2021-09-09,1703075,1660417,30541,10335763,27455058,432,178,0,27921,61990,1697701,5374,421,11
2021-09-10,1703532,1660624,30541,10365081,27534860,457,207,0,29318,79802,1698149,5383,448,9
2021-09-11,1703786,1660720,30541,10382287,27568116,254,96,0,17206,33256,1698400,5386,251,3
2021-09-12,1703928,1660865,30543,10390613,27595377,142,145,2,8326,27261,1698537,5391,137,5
2021-09-13,1704437,1661152,30543,10412678,27650813,509,287,0,22065,55436,1699033,5404,496,13
2021-09-14,1705007,1661412,30546,10435632,27690632,570,260,3,22954,39819,1699590,5417,557,13
2021-09-15,1705537,1661746,30549,10459204,27734885,530,334,3,23572,44253,1700115,5422,525,5
2021-09-16,1706122,1662018,30549,10484534,27795965,585,272,0,25330,61080,1700680,5442,565,20
2021-09-17,1706580,1662316,30552,10513770,27892530,458,298,3,29236,96565,1701128,5452,448,10
2021-09-18,1706891,1662465,30557,10530830,27930324,311,149,5,17060,37794,1701432,5459,304,7
2021-09-19,1707083,1662633,30559,10538859,27959107,192,168,2,8029,28783,1701620,5463,188,4
2021-09-20,1707579,1663303,30563,10563336,28016665,496,670,4,24477,57558,1702103,5476,483,13
2021-09-21,1708191,1663713,30565,10587491,28056958,612,410,2,24155,40293,1702701,5490,598,14
2021-09-22,1708736,1664098,30567,10613606,28098903,545,385,2,26115,41945,1703229,5507,528,17
2021-09-23,1709235,1664539,30570,10646623,28156175,499,441,3,33017,57272,1703714,5521,485,14
2021-09-24,1709798,1664962,30570,10682675,28247300,563,423,0,36052,91125,1704261,5537,547,16
2021-09-25,1710231,1665117,30572,10701589,28281861,433,155,2,18914,34561,1704682,5549,421,12
2021-09-26,1710488,1665306,30572,10709810,28306865,257,189,0,8221,25004,1704937,5551,255,2
2021-09-27,1711174,1665903,30572,10734098,28361049,686,597,0,24288,54184,1705617,5557,680,6
2021-09-28,1711656,1666469,30575,10748709,28383218,482,566,3,14611,22169,1706092,5564,475,7
2021-09-29,1712406,1667029,30580,10770282,28436504,750,560,5,21573,53286,1706827,5579,735,15
2021-09-30,1713343,1667513,30581,10799987,28492894,937,484,1,29705,56390,1707751,5592,924,13
2021-10-01,1714192,1667982,30582,10828922,28575143,849,469,1,28935,82249,1708582,5610,831,18
2021-10-02,1714756,1668201,30583,10843420,28604300,564,219,1,14498,29157,1709135,5621,553,11
2021-10-03,1715076,1668438,30587,10851396,28628159,320,237,4,7976,23859,1709454,5622,319,1
2021-10-04,1715926,1669102,30591,10873240,28678334,850,664,4,21844,50175,1710285,5641,831,19
2021-10-05,1717092,1669663,30594,10895760,28712338,1166,561,3,22520,34004,1711437,5655,1152,14
2021-10-06,1718160,1670176,30599,10918669,28752927,1068,513,5,22909,40589,1712488,5672,1051,17
2021-10-07,1719182,1670669,30602,10943163,28807162,1022,493,3,24494,54235,1713486,5696,998,24
2021-10-08,1720220,1671215,30606,10970487,28890463,1038,546,4,27324,83301,1714505,5715,1019,19
2021-10-09,1720898,1671477,30609,10985790,28916852,678,262,3,15303,26389,1715174,5724,669,9
2021-10-10,1721246,1671768,30613,10993709,28939295,348,291,4,7919,22443,1715514,5732,340,8
2021-10-11,1722618,1672600,30618,11015148,28992416,1372,832,5,21439,53121,1716863,5755,1349,23
2021-10-12,1724167,1672956,30625,11039909,29027035,1549,356,7,24761,34619,1718374,5793,1511,38
2021-10-13,1725694,1674036,30631,11071553,29067770,1527,1080,6,31644,40735,1719877,5817,1503,24
2021-10-14,1727274,1674785,30637,11100751,29124362,1580,749,6,29198,56592,1721423,5851,1546,34
2021-10-15,1729100,1675632,30647,11132793,29212055,1826,847,10,32042,87693,1723206,5894,1783,43
2021-10-16,1730295,1675967,30656,11150464,29244865,1195,335,9,17671,32810,1724367,5928,1161,34
2021-10-17,1731112,1676386,30667,11160724,29269355,817,419,11,10260,24490,1725170,5942,803,14
2021-10-18,1733714,1677574,30679,11187970,29326513,2602,1188,12,27246,57158,1727722,5992,2552,50
2021-10-19,1737032,1678509,30690,11221778,29365336,3318,935,11,33808,38823,1730980,6052,3258,60
2021-10-20,1740401,1679562,30697,11256220,29413292,3369,1053,7,34442,47956,1734269,6132,3289,80
2021-10-21,1744150,1680575,30707,11298083,29474007,3749,1013,10,41863,60715,1737922,6228,3653,96
2021-10-22,1748507,1681564,30721,11343477,29567734,4357,989,14,45394,93727,1742165,6342,4243,114
2021-10-23,1751321,1682047,30735,11373618,29603136,2814,483,14,30141,35402,1744925,6396,2760,54
2021-10-24,1753203,1682592,30756,11390775,29631312,1882,545,21,17157,28176,1746772,6431,1847,35
2021-10-25,1757604,1684241,30776,11431209,29696860,4401,1649,20,40434,65548,1751084,6520,4312,89
2021-10-26,1764070,1685649,30792,11492917,29750656,6466,1408,16,61708,53796,1757385,6685,6301,165
2021-10-27,1770057,1687240,30813,11557199,29829796,5987,1591,21,64282,79140,1763264,6793,5879,108
2021-10-28,1774534,1688822,30839,11599710,29861943,4477,1582,26,42511,32147,1767637,6897,4373,104
2021-10-29,1780431,1690669,30865,11644683,29949402,5897,1847,26,44973,87459,1773407,7024,5770,127
2021-10-30,1785623,1691511,30891,11682737,29981635,5192,842,26,38054,32233,1778472,7151,5065,127
2021-10-31,1788495,1692495,30922,11707431,30019735,2872,984,31,24694,38100,1781280,7215,2808,64
2021-11-01,1796343,1695982,30953,11771670,30070509,7848,3487,31,64239,50774,1788914,7429,7634,214
2021-11-02,1806419,1699262,30990,11831854,30104439,10076,3280,37,60184,33930,1798881,7538,9967,109
2021-11-03,1816146,1702866,31035,11874707,30142986,9727,3604,45,42853,38547,1808388,7758,9507,220
2021-11-04,1824956,1706571,31080,11918413,30186416,8810,3705,45,43706,43430,1816907,8049,8519,291
2021-11-05,1834457,1710817,31137,11968828,30252644,9501,4246,57,50415,66228,1826190,8267,9283,218
2021-11-06,1840336,1712917,31189,12003943,30289436,5879,2100,52,35115,36792,1831946,8390,5756,123
2021-11-07,1843461,1715274,31230,12022240,30314379,3125,2357,41,18297,24943,1834983,8478,3037,88
2021-11-08,1852987,1721950,31279,12072099,30370809,9526,6676,49,49859,56430,1844298,8689,9315,211
2021-11-09,1867896,1727576,31343,12141403,30410333,14909,5626,64,69304,39524,1858910,8986,14612,297
2021-11-10,1881827,1733877,31418,12205571,30452579,13931,6301,75,64168,42246,1872504,9323,13594,337
2021-11-11,1892523,1736938,31489,12269816,30502904,10696,3061,71,64245,50325,1882976,9547,10472,224
2021-11-12,1907190,1744395,31556,12342951,30569705,14667,7457,67,73135,66801,1897251,9939,14275,392
2021-11-13,1916623,1748141,31630,12388980,30604314,9433,3746,74,46029,34609,1906456,10167,9205,228
2021-11-14,1922461,1751943,31693,12417364,30628569,5838,3802,63,28384,24255,1912179,10282,5723,115
2021-11-15,1934330,1762333,31787,12484241,30689733,11869,10390,94,66877,61164,1923781,10549,11602,267
2021-11-16,1957478,1771297,31859,12579892,30741423,23148,8964,72,95651,51690,1946356,11122,22575,573
2021-11-17,1972067,1780078,31941,12641799,30765430,14589,8781,82,61907,24007,1960589,11478,14233,356
2021-11-18,1985937,1788459,32062,12706208,30818341,13870,8381,121,64409,52911,1974128,11809,13539,331
2021-11-19,2009603,1797843,32176,12797879,30884936,23666,9384,114,91671,66595,1997139,12464,23011,655
2021-11-20,2024372,1801577,32272,12863719,30918318,14769,3734,96,65840,33382,2011577,12795,14438,331
2021-11-21,2032877,1805406,32387,12899839,30944338,8505,3829,115,36120,26020,2019878,12999,8301,204
2021-11-22,2047772,1821666,32501,12978001,30993014,14895,16260,114,78162,48676,2034427,13345,14549,346
2021-11-23,2074380,1835170,32616,13082786,31023460,26608,13504,115,104785,30446,2060363,14017,25936,672
2021-11-24,2092874,1848107,32710,13184276,31051751,18494,12937,94,101490,28291,2078438,14436,18075,419
2021-11-25,2121466,1860965,32824,13285348,31087780,28592,12858,114,101072,36029,2106397,15069,27959,633
2021-11-26,2142567,1874389,32944,13385309,31117553,21101,13424,120,99961,29773,2126823,15744,20426,675
2021-11-27,2155451,1880249,33040,13459759,31125476,12884,5860,96,74450,7923,2139379,16072,12556,328
2021-11-28,2164972,1886187,33159,13509657,31135785,9521,5938,119,49898,10309,2148705,16267,9326,195
2021-11-29,2183096,1909017,33267,13596818,31185170,18124,22830,108,87161,49385,2166361,16735,17656,468
2021-11-30,2205694,1928639,33389,13710931,31213303,22598,19622,122,114113,28133,2188410,17284,22049,549
2021-12-01,2227386,1937258,33529,13811576,31239814,21692,8619,140,100645,26511,2209588,17798,21178,514
2021-12-02,2246540,1958193,33655,13912836,31271089,19154,20935,126,101260,31275,2228244,18296,18656,498
2021-12-03,2264685,1979194,33779,14012761,31296861,18145,21001,124,99925,25772,2245947,18738,17703,442
2021-12-04,2275968,1988540,33888,14084638,31304292,11283,9346,109,71877,7431,2256938,19030,10991,292
2021-12-05,2282449,1997210,33998,14123920,31313039,6481,8670,110,39282,8747,2263291,19158,6353,128
2021-12-06,2298462,2024796,34125,14211187,31354482,16013,27586,127,87267,41443,2278897,19565,15606,407
2021-12-07,2318525,2050276,34237,14315447,31378436,20063,25480,112,104260,23954,2298448,20077,19551,512
2021-12-08,2335215,2071584,34350,14404258,31403569,16690,21308,113,88811,25133,2314678,20537,16230,460
2021-12-09,2349883,2091604,34464,14491865,31432823,14668,20020,114,87607,29254,2328964,20919,14286,382
2021-12-10,2362615,2111184,34586,14579088,31456425,12732,19580,122,87223,23602,2341388,21227,12424,308
2021-12-11,2371962,2119703,34686,14641825,31463573,9347,8519,100,62737,7148,2350494,21468,9106,241
2021-12-12,2376206,2127548,34811,14670211,31471902,4244,7845,125,28386,8329,2354634,21572,4140,104
2021-12-13,2388433,2155227,34926,14753164,31509598,12227,27679,115,82953,37696,2366561,21872,11927,300
2021-12-14,2405602,2176437,35040,14849947,31532973,17169,21210,114,96783,23375,2383281,22321,16720,449
2021-12-15,2417591,2195641,35166,14925432,31557063,11989,19204,126,75485,24090,2394909,22682,11628,361
2021-12-16,2427361,2213240,35263,15003920,31587161,9770,17599,97,78488,30098,2404420,22941,9511,259
2021-12-17,2436621,2230085,35357,15080848,31612039,9260,16845,94,76928,24878,2413405,23216,8985,275
2021-12-18,2442778,2237369,35461,15130630,31622243,6157,7284,104,49782,10204,2419395,23383,5990,167
2021-12-19,2446624,2243953,35532,15160355,31632348,3846,6584,71,29725,10105,2423153,23471,3758,88
2021-12-20,2455444,2266894,35613,15233747,31666402,8820,22941,81,73392,34054,2431765,23679,8612,208
2021-12-21,2467638,2283861,35695,15316309,31688755,12194,16967,82,82562,22353,2443626,24012,11861,333
2021-12-22,2475575,2299054,35780,15395065,31709370,7937,15193,85,78756,20615,2451332,24243,7706,231
2021-12-23,2483222,2311849,35840,15484435,31725794,7647,12795,60,89370,16424,2458706,24516,7374,273
2021-12-24,2485371,2324441,35920,15505202,31730385,2149,12592,80,20767,4591,2460760,24611,2054,95
2021-12-25,2486508,2329983,35988,15518820,31735823,1137,5542,68,13618,5438,2461860,24648,1100,37
2021-12-26,2488602,2335042,36073,15539881,31745637,2094,5059,85,21061,9814,2463882,24720,2022,72
2021-12-27,2495694,2353750,36124,15595726,31770187,7092,18708,51,55845,24550,2470759,24935,6877,215
2021-12-28,2505058,2367108,36198,15655156,31787991,9364,13358,74,59430,17804,2479848,25210,9089,275
2021-12-29,2511454,2377974,36273,15699209,31805591,6396,10866,75,44053,17600,2486012,25442,6164,232
2021-12-30,2517437,2387001,36332,15738790,31822195,5983,9027,59,39581,16604,2491776,25661,5764,219
2021-12-31,2522674,2395903,36388,15774300,31830696,5237,8902,56,35510,8501,2496784,25890,5008,229
2022-01-01,2523824,2400397,36436,15783014,31834934,1150,4494,48,8714,4238,2497884,25940,1100,50
2022-01-02,2525894,2404426,36488,15802610,31846510,2070,4029,52,19596,11576,2499821,26073,1937,133
2022-01-03,2535884,2417681,36549,15876058,31888449,9990,13255,61,73448,41939,2509189,26695,9368,622
2022-01-04,2546791,2426417,36609,15947600,31914307,10907,8736,60,71542,25858,2519384,27407,10195,712
2022-01-05,2554824,2434353,36650,16001189,31937170,8033,7936,41,53589,22863,2526783,28041,7399,634
2022-01-06,2562105,2439667,36708,16058455,31961130,7281,5314,58,57266,23960,2533431,28674,6648,633
2022-01-07,2569379,2440646,36754,16126783,31978371,7274,979,46,68328,17241,2540108,29271,6677,597
2022-01-08,2573678,2442417,36797,16167154,31985999,4299,1771,43,40371,7628,2544079,29599,3971,328
2022-01-09,2576678,2445894,36820,16191014,31994419,3000,3477,23,23860,8420,2546847,29831,2768,232
2022-01-10,2584755,2456309,36863,16262672,32031951,8077,10415,43,71658,37532,2554217,30538,7370,707
2022-01-11,2598461,2463298,36901,16340737,32054524,13706,6989,38,78065,22573,2566601,31860,12384,1322
2022-01-12,2611309,2468983,36943,16406111,32075144,12848,5685,42,65374,20620,2578080,33229,11479,1369
2022-01-13,2624455,2474811,36977,16476188,32099229,13146,5828,34,70077,24085,2589780,34675,11700,1446
2022-01-14,2639352,2478256,37010,16557880,32118411,14897,3445,33,81692,19182,2603018,36334,13238,1659
2022-01-15,2649826,2479404,37036,16619195,32124363,10474,1148,26,61315,5952,2612317,37509,9299,1175
2022-01-16,2657952,2484133,37065,16653589,32132209,8126,4729,29,34394,7846,2619567,38385,7250,876
2022-01-17,2680265,2497062,37093,16745765,32196454,22313,12929,28,92176,64245,2639890,40375,20323,1990
2022-01-18,2712420,2505807,37119,16855475,32228327,32155,8745,26,109710,31873,2668399,44021,28509,3646
2022-01-19,2743118,2513163,37147,16958112,32248621,30698,7356,28,102637,20294,2694437,48681,26038,4660
2022-01-20,2773683,2520506,37166,17064247,32290195,30565,7343,19,106135,41574,2721382,52301,26945,3620
2022-01-21,2803370,2540353,37189,17188048,32319448,29687,19847,23,123801,29253,2748024,55346,26642,3045
2022-01-22,2823948,2554842,37211,17275016,32327337,20578,14489,22,86968,7889,2766388,57560,18364,2214
2022-01-23,2840432,2572847,37229,17327205,32335826,16484,18005,18,52189,8489,2779296,61136,12908,3576
2022-01-24,2873995,2599619,37251,17447218,32396207,33563,26772,22,120013,60381,2809701,64294,30405,3158
2022-01-25,2916065,2607840,37266,17594435,32426566,42070,8221,15,147217,30359,2849348,66717,39647,2423
2022-01-26,2975659,2617847,37288,17739419,32447991,59594,10007,22,144984,21425,2904062,71597,54714,4880
2022-01-27,3026829,2654013,37316,17877747,32488729,51170,36166,28,138328,40738,2938892,87937,34830,16340
2022-01-28,3082148,2682248,37340,18034306,32518277,55319,28235,24,156559,29548,2986181,95967,47289,8030
2022-01-29,3103612,2710882,37368,18138151,32524786,21464,28634,28,103845,6509,3004479,99133,18298,3166
2022-01-30,3131409,2740976,37397,18200765,32533117,27797,30094,29,62614,8331,3028433,102976,23954,3843
2022-01-31,3166059,2771952,37431,18319493,32589748,34650,30976,34,118728,56631,3058012,108047,29579,5071
2022-02-01,3233123,2788170,37475,18475887,32618712,67064,16218,44,156394,28964,3115276,117847,57264,9800
2022-02-02,3283908,2807575,37515,18611500,32638295,50785,19405,40,135613,19583,3158644,125264,43368,7417
2022-02-03,3328214,2869915,37555,18745014,32674685,44306,62340,40,133514,36390,3196350,131864,37706,6600
2022-02-04,3362150,2921679,37609,18865932,32701246,33936,51764,54,120918,26561,3225106,137044,28756,5180
2022-02-05,3390189,2968309,37657,18938732,32707276,28039,46630,48,72800,6030,3249129,141060,24023,4016
2022-02-06,3400763,3014551,37703,18978313,32714554,10574,46242,46,39581,7278,3258209,142554,9080,1494
2022-02-07,3435822,3057752,37763,19080120,32763325,35059,43201,60,101807,48771,3287858,147964,29649,5410
2022-02-08,3480293,3076545,37816,19193323,32786891,44471,18793,53,113203,23566,3325692,154601,37834,6637
2022-02-09,3514365,3097157,37862,19281448,32803318,34072,20612,46,88125,16427,3354756,159609,29064,5008
2022-02-10,3540928,3164071,37919,19366216,32835439,26563,66914,57,84768,32121,3377439,163489,22683,3880
2022-02-11,3567176,3217679,37977,19448132,32858110,26248,53608,58,81916,22671,3399609,167567,22170,4078
2022-02-12,3579962,3260496,38045,19493992,32862701,12786,42817,68,45860,4591,3410571,169391,10962,1824
2022-02-13,3588283,3300261,38101,19521106,32869239,8321,39765,56,27114,6538,3417781,170502,7210,1111
2022-02-14,3611509,3333101,38150,19597564,32913341,23226,32840,49,76458,44102,3437286,174223,19505,3721
2022-02-15,3644877,3346636,38197,19681418,32934866,33368,13535,47,83854,21525,3465595,179282,28309,5059
2022-02-16,3664809,3361284,38250,19741283,32949001,19932,14648,53,59865,14135,3482614,182195,17019,2913
2022-02-17,3683272,3414114,38306,19799837,32978022,18463,52830,56,58554,29021,3498166,185106,15552,2911
2022-02-18,3699660,3449373,38365,19855682,32998737,16388,35259,59,55845,20715,3511960,187700,13794,2594
2022-02-19,3709231,3477264,38422,19889387,33003056,9571,27891,57,33705,4319,3520199,189032,8239,1332
2022-02-20,3714196,3503442,38472,19908156,33008521,4965,26178,50,18769,5465,3524484,189712,4285,680
2022-02-21,3730221,3526034,38529,19954465,33029039,16025,22592,57,46309,20518,3537961,192260,13477,2548
2022-02-22,3747050,3535304,38589,19999033,33041921,16829,9270,60,44568,12882,3552201,194849,14240,2589
2022-02-23,3760310,3545375,38630,20036793,33053324,13260,10071,41,37760,11403,3563426,196884,11225,2035
2022-02-24,3772205,3582728,38687,20074803,33066012,11895,37353,57,38010,12688,3573471,198734,10045,1850
2022-02-25,3783087,3605779,38735,20111812,33076420,10882,23051,48,37009,10408,3582612,200475,9141,1741
2022-02-26,3789655,3624098,38779,20133959,33080225,6568,18319,44,22147,3805,3588216,201439,5604,964
2022-02-27,3793473,3641601,38827,20148403,33084643,3818,17503,48,14444,4418,3591552,201921,3336,482
2022-02-28,3805533,3657308,38883,20187451,33103445,12060,15707,56,39048,18802,3601729,203804,10177,1883
2022-03-01,3819414,3663839,38922,20221818,33115003,13881,6531,39,34367,11558,3613369,206045,11640,2241
2022-03-02,3830077,3670479,38968,20249263,33125203,10663,6640,46,27445,10200,3622346,207731,8977,1686
2022-03-03,3839735,3690729,39014,20277296,33136244,9658,20250,46,28033,11041,3630433,209302,8087,1571
2022-03-04,3849620,3705149,39047,20306996,33146597,9885,14420,33,29700,10353,3638706,210914,8273,1612
2022-03-05,3855027,3717684,39079,20324553,33150003,5407,12535,32,17557,3406,3643277,211750,4571,836
2022-03-06,3858083,3728944,39116,20334769,33154314,3056,11260,37,10216,4311,3645864,212219,2587,469
2022-03-07,3870587,3739482,39153,20365041,33171026,12504,10538,37,30272,16712,3656354,214233,10490,2014
2022-03-08,3883084,3744167,39196,20394144,33181470,12497,4685,43,29103,10444,3666857,216227,10503,1994
2022-03-09,3893883,3749215,39228,20420953,33190922,10799,5048,32,26809,9452,3675960,217923,9103,1696
2022-03-10,3903702,3765661,39253,20447024,33201381,9819,16446,25,26071,10459,3684216,219486,8256,1563
2022-03-11,3913738,3776905,39272,20474002,33211005,10036,11244,19,26978,9624,3692586,221152,8370,1666
2022-03-12,3918945,3787251,39298,20490066,33214305,5207,10346,26,16064,3300,3697030,221915,4444,763
2022-03-13,3922151,3796830,39324,20499175,33218198,3206,9579,26,9109,3893,3699799,222352,2769,437
2022-03-14,3935086,3806314,39360,20529908,33228984,12935,9484,36,30733,10786,3710638,224448,10839,2096
2022-03-15,3947782,3810415,39387,20559136,33235920,12696,4101,27,29228,6936,3721374,226408,10736,1960
2022-03-16,3958019,3814765,39416,20584842,33242517,10237,4350,29,25706,6597,3729952,228067,8578,1659
2022-03-17,3967689,3829831,39448,20609819,33249429,9670,15066,32,24977,6912,3738118,229571,8166,1504
2022-03-18,3978098,3840974,39469,20636114,33255803,10409,11143,21,26295,6374,3746860,231238,8742,1667
2022-03-19,3983681,3851219,39490,20650111,33258098,5583,10245,21,13997,2295,3751659,232022,4799,784
2022-03-20,3986349,3860901,39513,20659096,33261190,2668,9682,23,8985,3092,3753946,232403,2287,381
2022-03-21,3998862,3870352,39551,20688399,33270270,12513,9451,38,29303,9080,3764380,234482,10434,2079
2022-03-22,4011368,3874508,39571,20716707,33277001,12506,4156,20,28308,6731,3774888,236480,10508,1998
2022-03-23,4021426,3878880,39600,20742291,33283412,10058,4372,29,25584,6411,3783383,238043,8495,1563
2022-03-24,4029916,3894424,39631,20766822,33290130,8490,15544,31,24531,6718,3790517,239399,7134,1356
2022-03-25,4038892,3905370,39657,20791069,33297012,8976,10946,26,24247,6882,3798079,240813,7562,1414
2022-03-26,4043075,3915909,39684,20803285,33299256,4183,10539,27,12216,2244,3801606,241469,3527,656
2022-03-27,4045681,3925338,39704,20811498,33301913,2606,9429,20,8213,2657,3803863,241818,2257,349
2022-03-28,4056204,3935283,39734,20838236,33310846,10523,9945,30,26738,8933,3812696,243508,8833,1690
2022-03-29,4066801,3939339,39763,20865934,33317649,10597,4056,29,27698,6803,3821616,245185,8920,1677
2022-03-30,4075562,3943475,39787,20890752,33323961,8761,4136,24,24818,6312,3829023,246539,7407,1354
2022-03-31,4083349,3958617,39803,20914291,33330297,7787,15142,16,23539,6336,3835523,247826,6500,1287
2022-04-01,4090477,3968980,39817,20935222,33336785,7128,10363,14,20931,6488,3841513,248964,5990,1138
2022-04-02,4093546,3978768,39838,20945940,33338828,3069,9788,21,10718,2043,3844110,249436,2597,472
2022-04-03,4095532,3987253,39857,20952366,33341546,1986,8485,19,6426,2718,3845778,249754,1668,318
2022-04-04,4103403,3995735,39880,20975235,33349698,7871,8482,23,22869,8152,3852351,251052,6573,1298
2022-04-05,4111390,3999016,39910,20997608,33355886,7987,3281,30,22373,6188,3859066,252324,6715,1272
2022-04-06,4117785,4002324,39937,21017297,33361631,6395,3308,27,19689,5745,3864361,253424,5295,1100
2022-04-07,4123704,4015332,39967,21035148,33367170,5919,13008,30,17851,5539,3869348,254356,4987,932
2022-04-08,4128660,4024398,39988,21052411,33372494,4956,9066,21,17263,5324,3873491,255169,4143,813
2022-04-09,4131328,4032943,40010,21062198,33374398,2668,8545,22,9787,1904,3875757,255571,2266,402
2022-04-10,4132946,4040206,40024,21067763,33376873,1618,7263,14,5565,2475,3877160,255786,1403,215
2022-04-11,4138670,4046938,40042,21086162,33384279,5724,6732,18,18399,7406,3881913,256757,4753,971
2022-04-12,4143509,4049522,40052,21104251,33389869,4839,2584,10,18089,5590,3885953,257556,4040,799
2022-04-13,4147599,4052194,40065,21119825,33395464,4090,2672,13,15574,5595,3889433,258166,3480,610
2022-04-14,4151563,4061958,40078,21134635,33401271,3964,9764,13,14810,5807,3892747,258816,3314,650
2022-04-15,4153019,4068593,40089,21140342,33403679,1456,6635,11,5707,2408,3894008,259011,1261,195
2022-04-16,4154343,4074838,40102,21144731,33405622,1324,6245,13,4389,1943,3895101,259242,1093,231
2022-04-17,4155222,4080214,40110,21148873,33407374,879,5376,8,4142,1752,3895857,259365,756,123
2022-04-18,4156260,4085374,40126,21153226,33409698,1038,5160,16,4353,2324,3896749,259511,892,146
2022-04-19,4160565,4087366,40141,21167798,33417425,4305,1992,15,14572,7727,3900359,260206,3610,695
2022-04-20,4164654,4089324,40159,21182541,33423006,4089,1958,18,14743,5581,3903804,260850,3445,644
2022-04-21,4167232,4096161,40173,21193908,33427879,2578,6837,14,11367,4873,3905972,261260,2168,410
2022-04-22,4169773,4100546,40184,21205496,33432708,2541,4385,11,11588,4829,3908091,261682,2119,422
2022-04-23,4170862,4104584,40193,21212396,33434798,1089,4038,9,6900,2090,3909009,261853,918,171
2022-04-24,4171575,4107967,40201,21216154,33436664,713,3383,8,3758,1866,3909604,261971,595,118
2022-04-25,4174290,4109247,40213,21226975,33443445,2715,1280,12,10821,6781,3911869,262421,2265,450
2022-04-26,4176730,4110562,40223,21239140,33448352,2440,1315,10,12165,4907,3913917,262813,2048,392
2022-04-27,4178700,4111736,40238,21248817,33452817,1970,1174,15,9677,4465,3915570,263130,1653,317
2022-04-28,4180581,4112931,40250,21258930,33457023,1881,1195,12,10113,4206,3917142,263439,1572,309
2022-04-29,4182263,4118082,40261,21268206,33461194,1682,5151,11,9276,4171,3918581,263682,1439,243
2022-04-30,4183011,4121489,40270,21273514,33462837,748,3407,9,5308,1643,3919187,263824,606,142
2022-05-01,4183490,4123910,40279,21276760,33464309,479,2421,9,3246,1472,3919585,263905,398,81
2022-05-02,4185517,4126238,40286,21286687,33469482,2027,2328,7,9927,5173,3921276,264241,1691,336
2022-05-03,4187167,4127270,40292,21295996,33473316,1650,1032,6,9309,3834,3922662,264505,1386,264
2022-05-04,4188602,4128241,40299,21304117,33476885,1435,971,7,8121,3569,3923876,264726,1214,221
2022-05-05,4189744,4131457,40312,21310746,33480500,1142,3216,13,6629,3615,3924818,264926,942,200
2022-05-06,4190728,4133512,40321,21316391,33484346,984,2055,9,5645,3846,3925614,265114,796,188
2022-05-07,4191022,4135444,40327,21319034,33485988,294,1932,6,2643,1642,3925853,265169,239,55
2022-05-08,4191171,4137140,40332,21320989,33487398,149,1696,5,1955,1410,3925990,265181,137,12
2022-05-09,4192232,4138808,40336,21325877,33492098,1061,1668,4,4888,4700,3926865,265367,875,186
2022-05-10,4193136,4139513,40340,21330856,33495709,904,705,4,4979,3611,3927619,265517,754,150
2022-05-11,4193853,4140118,40346,21335108,33499130,717,605,6,4252,3421,3928212,265641,593,124
2022-05-12,4194496,4142536,40348,21339319,33502828,643,2418,2,4211,3698,3928733,265763,521,122
2022-05-13,4195072,4144083,40350,21343240,33506845,576,1547,2,3921,4017,3929203,265869,470,106
2022-05-14,4195244,4145516,40352,21344853,33508490,172,1433,2,1613,1645,3929348,265896,145,27
2022-05-15,4195327,4146470,40355,21346336,33510080,83,954,3,1483,1590,3929421,265906,73,10
